INFO  2019-05-29 11:59:47,821 11594ms PlayAudioController    GetAudioURL        - Get audio download URL for cacheid 1957
INFO  2019-05-29 12:19:21,633 1185406ms PlayAudioController    GetAudioURL        - Get audio download URL for cacheid 1957
ERROR 2019-05-29 12:19:21,633 1185406ms PlayAudioController    GetAudioURL        - ERROR: audio not exist in table YeuCauFile for cache id 1957
INFO  2019-05-29 12:19:25,555 1189328ms PlayAudioController    GetAudioURL        - Get audio download URL for cacheid 2230
INFO  2019-05-29 12:19:25,571 1189344ms PlayAudioController    GetAudioURL        - tmp download url: /dl/2230.wav
INFO  2019-05-29 12:19:25,571 1189344ms PlayAudioController    GetAudioURL        - origin virtual path: C:\soft\dbtool\syncfiles\2019\5\29\16-209-A-90918909966---20190529105725.wav
INFO  2019-05-29 12:19:25,571 1189344ms PlayAudioController    GetAudioURL        - copy  from C:\soft\dbtool\syncfiles\2019\5\29\16-209-A-90918909966---20190529105725.wav to c:\tmp\1022staticfiles\2230.wav
INFO  2019-05-29 12:19:26,837 1190609ms PlayAudioController    GetAudioURL        - Get audio download URL for cacheid 2229
INFO  2019-05-29 12:19:26,837 1190609ms PlayAudioController    GetAudioURL        - tmp download url: /dl/2229.wav
INFO  2019-05-29 12:19:26,837 1190609ms PlayAudioController    GetAudioURL        - origin virtual path: C:\soft\dbtool\syncfiles\2019\5\29\16-209-A-90918909966---20190529104814.wav
INFO  2019-05-29 12:19:26,837 1190609ms PlayAudioController    GetAudioURL        - copy  from C:\soft\dbtool\syncfiles\2019\5\29\16-209-A-90918909966---20190529104814.wav to c:\tmp\1022staticfiles\2229.wav
INFO  2019-05-29 12:19:27,540 1191313ms PlayAudioController    GetAudioURL        - Get audio download URL for cacheid 2228
INFO  2019-05-29 12:19:27,555 1191328ms PlayAudioController    GetAudioURL        - tmp download url: /dl/2228.wav
INFO  2019-05-29 12:19:27,555 1191328ms PlayAudioController    GetAudioURL        - origin virtual path: C:\soft\dbtool\syncfiles\2019\5\29\16-209-A-90918909966---20190529104416.wav
INFO  2019-05-29 12:19:27,555 1191328ms PlayAudioController    GetAudioURL        - copy  from C:\soft\dbtool\syncfiles\2019\5\29\16-209-A-90918909966---20190529104416.wav to c:\tmp\1022staticfiles\2228.wav
INFO  2019-05-29 12:22:48,284 1392056ms PlayAudioController    GetAudioURL        - Get audio download URL for cacheid 2258
ERROR 2019-05-29 12:22:48,284 1392056ms PlayAudioController    GetAudioURL        - ERROR: audio not exist in table YeuCauFile for cache id 2258
INFO  2019-05-29 12:22:50,815 1394588ms PlayAudioController    GetAudioURL        - Get audio download URL for cacheid 2259
ERROR 2019-05-29 12:22:50,830 1394603ms PlayAudioController    GetAudioURL        - ERROR: audio not exist in table YeuCauFile for cache id 2259
INFO  2019-05-29 12:22:55,143 1398916ms PlayAudioController    GetAudioURL        - Get audio download URL for cacheid 2263
INFO  2019-05-29 12:22:55,143 1398916ms PlayAudioController    GetAudioURL        - tmp download url: /dl/2263.wav
INFO  2019-05-29 12:22:55,143 1398916ms PlayAudioController    GetAudioURL        - origin virtual path: C:\soft\dbtool\syncfiles\2019\5\29\16-209-A-90918909966---20190529104416.wav
INFO  2019-05-29 12:22:55,143 1398916ms PlayAudioController    GetAudioURL        - copy  from C:\soft\dbtool\syncfiles\2019\5\29\16-209-A-90918909966---20190529104416.wav to c:\tmp\1022staticfiles\2263.wav
INFO  2019-05-29 12:22:56,284 1400057ms PlayAudioController    GetAudioURL        - Get audio download URL for cacheid 2264
INFO  2019-05-29 12:22:56,284 1400057ms PlayAudioController    GetAudioURL        - tmp download url: /dl/2264.wav
INFO  2019-05-29 12:22:56,284 1400057ms PlayAudioController    GetAudioURL        - origin virtual path: C:\soft\dbtool\syncfiles\2019\5\29\16-209-A-90918909966---20190529104814.wav
INFO  2019-05-29 12:22:56,284 1400057ms PlayAudioController    GetAudioURL        - copy  from C:\soft\dbtool\syncfiles\2019\5\29\16-209-A-90918909966---20190529104814.wav to c:\tmp\1022staticfiles\2264.wav
INFO  2019-05-29 12:22:57,159 1400932ms PlayAudioController    GetAudioURL        - Get audio download URL for cacheid 2265
INFO  2019-05-29 12:22:57,159 1400932ms PlayAudioController    GetAudioURL        - tmp download url: /dl/2265.wav
INFO  2019-05-29 12:22:57,159 1400932ms PlayAudioController    GetAudioURL        - origin virtual path: C:\soft\dbtool\syncfiles\2019\5\29\16-209-A-90918909966---20190529105725.wav
INFO  2019-05-29 12:22:57,159 1400932ms PlayAudioController    GetAudioURL        - copy  from C:\soft\dbtool\syncfiles\2019\5\29\16-209-A-90918909966---20190529105725.wav to c:\tmp\1022staticfiles\2265.wav
INFO  2019-05-29 12:23:00,753 1404526ms PlayAudioController    GetAudioURL        - Get audio download URL for cacheid 2263
INFO  2019-05-29 12:23:00,753 1404526ms PlayAudioController    GetAudioURL        - tmp download url: /dl/2263.wav
INFO  2019-05-29 12:23:00,753 1404526ms PlayAudioController    GetAudioURL        - origin virtual path: C:\soft\dbtool\syncfiles\2019\5\29\16-209-A-90918909966---20190529104416.wav
INFO  2019-05-29 12:23:01,253 1405026ms PlayAudioController    GetAudioURL        - Get audio download URL for cacheid 2264
INFO  2019-05-29 12:23:01,268 1405041ms PlayAudioController    GetAudioURL        - tmp download url: /dl/2264.wav
INFO  2019-05-29 12:23:01,268 1405041ms PlayAudioController    GetAudioURL        - origin virtual path: C:\soft\dbtool\syncfiles\2019\5\29\16-209-A-90918909966---20190529104814.wav
INFO  2019-05-29 12:23:01,690 1405463ms PlayAudioController    GetAudioURL        - Get audio download URL for cacheid 2265
INFO  2019-05-29 12:23:01,706 1405479ms PlayAudioController    GetAudioURL        - tmp download url: /dl/2265.wav
INFO  2019-05-29 12:23:01,706 1405479ms PlayAudioController    GetAudioURL        - origin virtual path: C:\soft\dbtool\syncfiles\2019\5\29\16-209-A-90918909966---20190529105725.wav
INFO  2019-05-29 12:23:04,472 1408244ms PlayAudioController    GetAudioURL        - Get audio download URL for cacheid 2265
INFO  2019-05-29 12:23:04,472 1408244ms PlayAudioController    GetAudioURL        - tmp download url: /dl/2265.wav
INFO  2019-05-29 12:23:04,472 1408244ms PlayAudioController    GetAudioURL        - origin virtual path: C:\soft\dbtool\syncfiles\2019\5\29\16-209-A-90918909966---20190529105725.wav
INFO  2019-05-29 12:23:04,909 1408682ms PlayAudioController    GetAudioURL        - Get audio download URL for cacheid 2264
INFO  2019-05-29 12:23:04,909 1408682ms PlayAudioController    GetAudioURL        - tmp download url: /dl/2264.wav
INFO  2019-05-29 12:23:04,909 1408682ms PlayAudioController    GetAudioURL        - origin virtual path: C:\soft\dbtool\syncfiles\2019\5\29\16-209-A-90918909966---20190529104814.wav
INFO  2019-05-29 12:23:07,691 1411463ms PlayAudioController    GetAudioURL        - Get audio download URL for cacheid 2265
INFO  2019-05-29 12:23:07,691 1411463ms PlayAudioController    GetAudioURL        - tmp download url: /dl/2265.wav
INFO  2019-05-29 12:23:07,691 1411463ms PlayAudioController    GetAudioURL        - origin virtual path: C:\soft\dbtool\syncfiles\2019\5\29\16-209-A-90918909966---20190529105725.wav
INFO  2019-05-29 12:23:08,050 1411823ms PlayAudioController    GetAudioURL        - Get audio download URL for cacheid 2264
INFO  2019-05-29 12:23:08,066 1411838ms PlayAudioController    GetAudioURL        - tmp download url: /dl/2264.wav
INFO  2019-05-29 12:23:08,066 1411838ms PlayAudioController    GetAudioURL        - origin virtual path: C:\soft\dbtool\syncfiles\2019\5\29\16-209-A-90918909966---20190529104814.wav
INFO  2019-05-29 12:23:08,925 1412698ms PlayAudioController    GetAudioURL        - Get audio download URL for cacheid 2263
INFO  2019-05-29 12:23:08,925 1412698ms PlayAudioController    GetAudioURL        - tmp download url: /dl/2263.wav
INFO  2019-05-29 12:23:08,925 1412698ms PlayAudioController    GetAudioURL        - origin virtual path: C:\soft\dbtool\syncfiles\2019\5\29\16-209-A-90918909966---20190529104416.wav
INFO  2019-05-29 12:23:14,503 1418276ms PlayAudioController    GetAudioURL        - Get audio download URL for cacheid 2264
ERROR 2019-05-29 12:23:14,503 1418276ms PlayAudioController    GetAudioURL        - ERROR: audio not exist in table YeuCauFile for cache id 2264
INFO  2019-05-29 12:23:15,066 1418839ms PlayAudioController    GetAudioURL        - Get audio download URL for cacheid 2265
ERROR 2019-05-29 12:23:15,066 1418839ms PlayAudioController    GetAudioURL        - ERROR: audio not exist in table YeuCauFile for cache id 2265
INFO  2019-05-29 12:23:18,676 1422448ms PlayAudioController    GetAudioURL        - Get audio download URL for cacheid 2264
ERROR 2019-05-29 12:23:18,691 1422464ms PlayAudioController    GetAudioURL        - ERROR: audio not exist in table YeuCauFile for cache id 2264
INFO  2019-05-29 12:23:19,097 1422870ms PlayAudioController    GetAudioURL        - Get audio download URL for cacheid 2263
ERROR 2019-05-29 12:23:19,097 1422870ms PlayAudioController    GetAudioURL        - ERROR: audio not exist in table YeuCauFile for cache id 2263
INFO  2019-05-29 12:23:29,145 1432917ms PlayAudioController    GetAudioURL        - Get audio download URL for cacheid 2268
INFO  2019-05-29 12:23:29,160 1432933ms PlayAudioController    GetAudioURL        - tmp download url: /dl/2268.wav
INFO  2019-05-29 12:23:29,160 1432933ms PlayAudioController    GetAudioURL        - origin virtual path: C:\soft\dbtool\syncfiles\2019\5\29\16-209-A-90918909966---20190529104416.wav
INFO  2019-05-29 12:23:29,160 1432933ms PlayAudioController    GetAudioURL        - copy  from C:\soft\dbtool\syncfiles\2019\5\29\16-209-A-90918909966---20190529104416.wav to c:\tmp\1022staticfiles\2268.wav
INFO  2019-05-29 12:23:30,364 1434136ms PlayAudioController    GetAudioURL        - Get audio download URL for cacheid 2269
INFO  2019-05-29 12:23:30,379 1434152ms PlayAudioController    GetAudioURL        - tmp download url: /dl/2269.wav
INFO  2019-05-29 12:23:30,379 1434152ms PlayAudioController    GetAudioURL        - origin virtual path: C:\soft\dbtool\syncfiles\2019\5\29\16-209-A-90918909966---20190529104814.wav
INFO  2019-05-29 12:23:30,379 1434152ms PlayAudioController    GetAudioURL        - copy  from C:\soft\dbtool\syncfiles\2019\5\29\16-209-A-90918909966---20190529104814.wav to c:\tmp\1022staticfiles\2269.wav
INFO  2019-05-29 12:23:31,895 1435668ms PlayAudioController    GetAudioURL        - Get audio download URL for cacheid 2270
INFO  2019-05-29 12:23:31,895 1435668ms PlayAudioController    GetAudioURL        - tmp download url: /dl/2270.wav
INFO  2019-05-29 12:23:31,895 1435668ms PlayAudioController    GetAudioURL        - origin virtual path: C:\soft\dbtool\syncfiles\2019\5\29\16-209-A-90918909966---20190529105725.wav
INFO  2019-05-29 12:23:31,895 1435668ms PlayAudioController    GetAudioURL        - copy  from C:\soft\dbtool\syncfiles\2019\5\29\16-209-A-90918909966---20190529105725.wav to c:\tmp\1022staticfiles\2270.wav
INFO  2019-05-29 12:23:33,395 1437168ms PlayAudioController    GetAudioURL        - Get audio download URL for cacheid 2269
INFO  2019-05-29 12:23:33,410 1437183ms PlayAudioController    GetAudioURL        - tmp download url: /dl/2269.wav
INFO  2019-05-29 12:23:33,410 1437183ms PlayAudioController    GetAudioURL        - origin virtual path: C:\soft\dbtool\syncfiles\2019\5\29\16-209-A-90918909966---20190529104814.wav
INFO  2019-05-29 12:23:34,426 1438199ms PlayAudioController    GetAudioURL        - Get audio download URL for cacheid 2268
INFO  2019-05-29 12:23:34,442 1438214ms PlayAudioController    GetAudioURL        - tmp download url: /dl/2268.wav
INFO  2019-05-29 12:23:34,442 1438214ms PlayAudioController    GetAudioURL        - origin virtual path: C:\soft\dbtool\syncfiles\2019\5\29\16-209-A-90918909966---20190529104416.wav
INFO  2019-05-29 12:23:34,895 1438668ms PlayAudioController    GetAudioURL        - Get audio download URL for cacheid 2270
INFO  2019-05-29 12:23:34,895 1438668ms PlayAudioController    GetAudioURL        - tmp download url: /dl/2270.wav
INFO  2019-05-29 12:23:34,895 1438668ms PlayAudioController    GetAudioURL        - origin virtual path: C:\soft\dbtool\syncfiles\2019\5\29\16-209-A-90918909966---20190529105725.wav
INFO  2019-05-29 12:23:35,661 1439433ms PlayAudioController    GetAudioURL        - Get audio download URL for cacheid 2269
INFO  2019-05-29 12:23:35,676 1439449ms PlayAudioController    GetAudioURL        - tmp download url: /dl/2269.wav
INFO  2019-05-29 12:23:35,676 1439449ms PlayAudioController    GetAudioURL        - origin virtual path: C:\soft\dbtool\syncfiles\2019\5\29\16-209-A-90918909966---20190529104814.wav
INFO  2019-05-29 12:23:36,067 1439840ms PlayAudioController    GetAudioURL        - Get audio download URL for cacheid 2268
INFO  2019-05-29 12:23:36,067 1439840ms PlayAudioController    GetAudioURL        - tmp download url: /dl/2268.wav
INFO  2019-05-29 12:23:36,067 1439840ms PlayAudioController    GetAudioURL        - origin virtual path: C:\soft\dbtool\syncfiles\2019\5\29\16-209-A-90918909966---20190529104416.wav
INFO  2019-05-29 12:23:36,629 1440402ms PlayAudioController    GetAudioURL        - Get audio download URL for cacheid 2270
INFO  2019-05-29 12:23:36,629 1440402ms PlayAudioController    GetAudioURL        - tmp download url: /dl/2270.wav
INFO  2019-05-29 12:23:36,629 1440402ms PlayAudioController    GetAudioURL        - origin virtual path: C:\soft\dbtool\syncfiles\2019\5\29\16-209-A-90918909966---20190529105725.wav
INFO  2019-05-29 12:23:36,958 1440730ms PlayAudioController    GetAudioURL        - Get audio download URL for cacheid 2269
INFO  2019-05-29 12:23:36,958 1440730ms PlayAudioController    GetAudioURL        - tmp download url: /dl/2269.wav
INFO  2019-05-29 12:23:36,958 1440730ms PlayAudioController    GetAudioURL        - origin virtual path: C:\soft\dbtool\syncfiles\2019\5\29\16-209-A-90918909966---20190529104814.wav
INFO  2019-05-29 12:23:37,411 1441183ms PlayAudioController    GetAudioURL        - Get audio download URL for cacheid 2268
INFO  2019-05-29 12:23:37,411 1441183ms PlayAudioController    GetAudioURL        - tmp download url: /dl/2268.wav
INFO  2019-05-29 12:23:37,411 1441183ms PlayAudioController    GetAudioURL        - origin virtual path: C:\soft\dbtool\syncfiles\2019\5\29\16-209-A-90918909966---20190529104416.wav
INFO  2019-05-29 12:23:37,911 1441684ms PlayAudioController    GetAudioURL        - Get audio download URL for cacheid 2270
INFO  2019-05-29 12:23:37,911 1441684ms PlayAudioController    GetAudioURL        - tmp download url: /dl/2270.wav
INFO  2019-05-29 12:23:37,911 1441684ms PlayAudioController    GetAudioURL        - origin virtual path: C:\soft\dbtool\syncfiles\2019\5\29\16-209-A-90918909966---20190529105725.wav
INFO  2019-05-29 12:23:38,208 1441980ms PlayAudioController    GetAudioURL        - Get audio download URL for cacheid 2269
INFO  2019-05-29 12:23:38,223 1441996ms PlayAudioController    GetAudioURL        - tmp download url: /dl/2269.wav
INFO  2019-05-29 12:23:38,223 1441996ms PlayAudioController    GetAudioURL        - origin virtual path: C:\soft\dbtool\syncfiles\2019\5\29\16-209-A-90918909966---20190529104814.wav
INFO  2019-05-29 12:23:38,520 1442293ms PlayAudioController    GetAudioURL        - Get audio download URL for cacheid 2270
INFO  2019-05-29 12:23:38,520 1442293ms PlayAudioController    GetAudioURL        - tmp download url: /dl/2270.wav
INFO  2019-05-29 12:23:38,520 1442293ms PlayAudioController    GetAudioURL        - origin virtual path: C:\soft\dbtool\syncfiles\2019\5\29\16-209-A-90918909966---20190529105725.wav
INFO  2019-05-29 12:23:39,067 1442840ms PlayAudioController    GetAudioURL        - Get audio download URL for cacheid 2269
INFO  2019-05-29 12:23:39,083 1442855ms PlayAudioController    GetAudioURL        - tmp download url: /dl/2269.wav
INFO  2019-05-29 12:23:39,083 1442855ms PlayAudioController    GetAudioURL        - origin virtual path: C:\soft\dbtool\syncfiles\2019\5\29\16-209-A-90918909966---20190529104814.wav
INFO  2019-05-29 12:23:39,380 1443152ms PlayAudioController    GetAudioURL        - Get audio download URL for cacheid 2270
INFO  2019-05-29 12:23:39,380 1443152ms PlayAudioController    GetAudioURL        - tmp download url: /dl/2270.wav
INFO  2019-05-29 12:23:39,380 1443152ms PlayAudioController    GetAudioURL        - origin virtual path: C:\soft\dbtool\syncfiles\2019\5\29\16-209-A-90918909966---20190529105725.wav
INFO  2019-05-29 12:23:39,645 1443418ms PlayAudioController    GetAudioURL        - Get audio download URL for cacheid 2269
INFO  2019-05-29 12:23:39,645 1443418ms PlayAudioController    GetAudioURL        - tmp download url: /dl/2269.wav
INFO  2019-05-29 12:23:39,645 1443418ms PlayAudioController    GetAudioURL        - origin virtual path: C:\soft\dbtool\syncfiles\2019\5\29\16-209-A-90918909966---20190529104814.wav
INFO  2019-05-29 12:23:40,411 1444184ms PlayAudioController    GetAudioURL        - Get audio download URL for cacheid 2270
INFO  2019-05-29 12:23:40,426 1444199ms PlayAudioController    GetAudioURL        - tmp download url: /dl/2270.wav
INFO  2019-05-29 12:23:40,426 1444199ms PlayAudioController    GetAudioURL        - origin virtual path: C:\soft\dbtool\syncfiles\2019\5\29\16-209-A-90918909966---20190529105725.wav
INFO  2019-05-29 12:23:40,677 1444449ms PlayAudioController    GetAudioURL        - Get audio download URL for cacheid 2269
INFO  2019-05-29 12:23:40,677 1444449ms PlayAudioController    GetAudioURL        - tmp download url: /dl/2269.wav
INFO  2019-05-29 12:23:40,677 1444449ms PlayAudioController    GetAudioURL        - origin virtual path: C:\soft\dbtool\syncfiles\2019\5\29\16-209-A-90918909966---20190529104814.wav
INFO  2019-05-29 12:23:41,458 1445231ms PlayAudioController    GetAudioURL        - Get audio download URL for cacheid 2270
INFO  2019-05-29 12:23:41,458 1445231ms PlayAudioController    GetAudioURL        - tmp download url: /dl/2270.wav
INFO  2019-05-29 12:23:41,458 1445231ms PlayAudioController    GetAudioURL        - origin virtual path: C:\soft\dbtool\syncfiles\2019\5\29\16-209-A-90918909966---20190529105725.wav
INFO  2019-05-29 12:23:41,755 1445527ms PlayAudioController    GetAudioURL        - Get audio download URL for cacheid 2269
INFO  2019-05-29 12:23:41,770 1445543ms PlayAudioController    GetAudioURL        - tmp download url: /dl/2269.wav
INFO  2019-05-29 12:23:41,770 1445543ms PlayAudioController    GetAudioURL        - origin virtual path: C:\soft\dbtool\syncfiles\2019\5\29\16-209-A-90918909966---20190529104814.wav
INFO  2019-05-29 12:23:42,067 1445840ms PlayAudioController    GetAudioURL        - Get audio download URL for cacheid 2270
INFO  2019-05-29 12:23:42,083 1445855ms PlayAudioController    GetAudioURL        - tmp download url: /dl/2270.wav
INFO  2019-05-29 12:23:42,083 1445855ms PlayAudioController    GetAudioURL        - origin virtual path: C:\soft\dbtool\syncfiles\2019\5\29\16-209-A-90918909966---20190529105725.wav
INFO  2019-05-29 12:23:42,364 1446137ms PlayAudioController    GetAudioURL        - Get audio download URL for cacheid 2269
ERROR 2019-05-29 12:23:42,364 1446137ms PlayAudioController    GetAudioURL        - ERROR: audio not exist in table YeuCauFile for cache id 2269
INFO  2019-05-29 12:23:42,645 1446418ms PlayAudioController    GetAudioURL        - Get audio download URL for cacheid 2270
ERROR 2019-05-29 12:23:42,645 1446418ms PlayAudioController    GetAudioURL        - ERROR: audio not exist in table YeuCauFile for cache id 2270
INFO  2019-05-29 12:23:42,942 1446715ms PlayAudioController    GetAudioURL        - Get audio download URL for cacheid 2269
ERROR 2019-05-29 12:23:42,942 1446715ms PlayAudioController    GetAudioURL        - ERROR: audio not exist in table YeuCauFile for cache id 2269
INFO  2019-05-29 12:24:17,381 1481154ms PlayAudioController    GetAudioURL        - Get audio download URL for cacheid 2270
ERROR 2019-05-29 12:24:17,381 1481154ms PlayAudioController    GetAudioURL        - ERROR: audio not exist in table YeuCauFile for cache id 2270
INFO  2019-05-29 12:24:29,444 1493217ms PlayAudioController    GetAudioURL        - Get audio download URL for cacheid 2269
ERROR 2019-05-29 12:24:29,460 1493233ms PlayAudioController    GetAudioURL        - ERROR: audio not exist in table YeuCauFile for cache id 2269
INFO  2019-05-29 12:24:40,789 1504561ms PlayAudioController    GetAudioURL        - Get audio download URL for cacheid 2280
INFO  2019-05-29 12:24:40,789 1504561ms PlayAudioController    GetAudioURL        - tmp download url: /dl/2280.wav
INFO  2019-05-29 12:24:40,789 1504561ms PlayAudioController    GetAudioURL        - origin virtual path: C:\soft\dbtool\syncfiles\2019\5\29\16-209-A-90918909966---20190529105725.wav
INFO  2019-05-29 12:24:40,789 1504561ms PlayAudioController    GetAudioURL        - copy  from C:\soft\dbtool\syncfiles\2019\5\29\16-209-A-90918909966---20190529105725.wav to c:\tmp\1022staticfiles\2280.wav
INFO  2019-05-29 12:24:43,523 1507296ms PlayAudioController    GetAudioURL        - Get audio download URL for cacheid 2279
ERROR 2019-05-29 12:24:43,523 1507296ms PlayAudioController    GetAudioURL        - ERROR: audio not exist in table YeuCauFile for cache id 2279
INFO  2019-05-29 12:24:44,976 1508749ms PlayAudioController    GetAudioURL        - Get audio download URL for cacheid 2278
ERROR 2019-05-29 12:24:44,976 1508749ms PlayAudioController    GetAudioURL        - ERROR: audio not exist in table YeuCauFile for cache id 2278
INFO  2019-05-29 12:24:48,180 1511952ms PlayAudioController    GetAudioURL        - Get audio download URL for cacheid 2283
INFO  2019-05-29 12:24:48,195 1511968ms PlayAudioController    GetAudioURL        - tmp download url: /dl/2283.wav
INFO  2019-05-29 12:24:48,195 1511968ms PlayAudioController    GetAudioURL        - origin virtual path: C:\soft\dbtool\syncfiles\2019\5\29\16-209-A-90918909966---20190529104416.wav
INFO  2019-05-29 12:24:48,195 1511968ms PlayAudioController    GetAudioURL        - copy  from C:\soft\dbtool\syncfiles\2019\5\29\16-209-A-90918909966---20190529104416.wav to c:\tmp\1022staticfiles\2283.wav
INFO  2019-05-29 12:24:58,102 1521875ms PlayAudioController    GetAudioURL        - Get audio download URL for cacheid 2284
INFO  2019-05-29 12:24:58,102 1521875ms PlayAudioController    GetAudioURL        - tmp download url: /dl/2284.wav
INFO  2019-05-29 12:24:58,117 1521890ms PlayAudioController    GetAudioURL        - origin virtual path: C:\soft\dbtool\syncfiles\2019\5\29\16-209-A-90918909966---20190529104814.wav
INFO  2019-05-29 12:24:58,117 1521890ms PlayAudioController    GetAudioURL        - copy  from C:\soft\dbtool\syncfiles\2019\5\29\16-209-A-90918909966---20190529104814.wav to c:\tmp\1022staticfiles\2284.wav
INFO  2019-05-29 12:25:00,071 1523843ms PlayAudioController    GetAudioURL        - Get audio download URL for cacheid 2285
INFO  2019-05-29 12:25:00,071 1523843ms PlayAudioController    GetAudioURL        - tmp download url: /dl/2285.wav
INFO  2019-05-29 12:25:00,071 1523843ms PlayAudioController    GetAudioURL        - origin virtual path: C:\soft\dbtool\syncfiles\2019\5\29\16-209-A-90918909966---20190529105725.wav
INFO  2019-05-29 12:25:00,071 1523843ms PlayAudioController    GetAudioURL        - copy  from C:\soft\dbtool\syncfiles\2019\5\29\16-209-A-90918909966---20190529105725.wav to c:\tmp\1022staticfiles\2285.wav
INFO  2019-05-29 12:25:01,883 1525656ms PlayAudioController    GetAudioURL        - Get audio download URL for cacheid 2283
INFO  2019-05-29 12:25:01,899 1525672ms PlayAudioController    GetAudioURL        - tmp download url: /dl/2283.wav
INFO  2019-05-29 12:25:01,899 1525672ms PlayAudioController    GetAudioURL        - origin virtual path: C:\soft\dbtool\syncfiles\2019\5\29\16-209-A-90918909966---20190529104416.wav
INFO  2019-05-29 12:25:04,540 1528312ms PlayAudioController    GetAudioURL        - Get audio download URL for cacheid 2284
INFO  2019-05-29 12:25:04,540 1528312ms PlayAudioController    GetAudioURL        - tmp download url: /dl/2284.wav
INFO  2019-05-29 12:25:04,540 1528312ms PlayAudioController    GetAudioURL        - origin virtual path: C:\soft\dbtool\syncfiles\2019\5\29\16-209-A-90918909966---20190529104814.wav
INFO  2019-05-29 12:25:06,665 1530438ms PlayAudioController    GetAudioURL        - Get audio download URL for cacheid 2285
INFO  2019-05-29 12:25:06,665 1530438ms PlayAudioController    GetAudioURL        - tmp download url: /dl/2285.wav
INFO  2019-05-29 12:25:06,665 1530438ms PlayAudioController    GetAudioURL        - origin virtual path: C:\soft\dbtool\syncfiles\2019\5\29\16-209-A-90918909966---20190529105725.wav
INFO  2019-05-29 12:25:08,149 1531922ms PlayAudioController    GetAudioURL        - Get audio download URL for cacheid 2283
INFO  2019-05-29 12:25:08,149 1531922ms PlayAudioController    GetAudioURL        - tmp download url: /dl/2283.wav
INFO  2019-05-29 12:25:08,149 1531922ms PlayAudioController    GetAudioURL        - origin virtual path: C:\soft\dbtool\syncfiles\2019\5\29\16-209-A-90918909966---20190529104416.wav
INFO  2019-05-29 12:25:09,118 1532891ms PlayAudioController    GetAudioURL        - Get audio download URL for cacheid 2284
INFO  2019-05-29 12:25:09,118 1532891ms PlayAudioController    GetAudioURL        - tmp download url: /dl/2284.wav
INFO  2019-05-29 12:25:09,118 1532891ms PlayAudioController    GetAudioURL        - origin virtual path: C:\soft\dbtool\syncfiles\2019\5\29\16-209-A-90918909966---20190529104814.wav
INFO  2019-05-29 12:25:09,743 1533516ms PlayAudioController    GetAudioURL        - Get audio download URL for cacheid 2285
INFO  2019-05-29 12:25:09,743 1533516ms PlayAudioController    GetAudioURL        - tmp download url: /dl/2285.wav
INFO  2019-05-29 12:25:09,743 1533516ms PlayAudioController    GetAudioURL        - origin virtual path: C:\soft\dbtool\syncfiles\2019\5\29\16-209-A-90918909966---20190529105725.wav
INFO  2019-05-29 12:25:10,290 1534063ms PlayAudioController    GetAudioURL        - Get audio download URL for cacheid 2284
INFO  2019-05-29 12:25:10,290 1534063ms PlayAudioController    GetAudioURL        - tmp download url: /dl/2284.wav
INFO  2019-05-29 12:25:10,290 1534063ms PlayAudioController    GetAudioURL        - origin virtual path: C:\soft\dbtool\syncfiles\2019\5\29\16-209-A-90918909966---20190529104814.wav
